#OTU ID	0CR1	0CRR	0HR1	0L3	0SR1	12CL1	12CL2	12CL3	12CL4g	12CL4	12CO1	12CO3	12CR1	12CR2	12CR3	12CR4	12H01	12HL1	12HL2	12HL3g	12HL3-strich	12HR1	12HR2	12HR3	12S02	12SL1	12SL2	12SL3	12SO1	12SO3	12SR1	12SR2	12SR3	3CL1	3CL2	3CL3	3CR1	3CR2	3CR3	3HL1	3HL2	3HR1	3HR2	3SL1	3SL2	3SL3	3SR1	3SR2	3SR3	6CL1	6CL2	6CL3	6CR1	6CR2	6CR3	6HL1	6HL2	6HL3	6HR1	6HR2	6HR3	6SL1	6SL2	6SL3	6SR1	6SR2	6SR3	9CL1	9CL2	9CL3	9CR1	9CR2	9CR3	9HL1	9HL2	9HL3	9HR1	9HR2	9HR3	9SL1	9SL2	9SR1	9SR2	9SR3	Blank1a	Blank2a	C-day-1	C-day-2a	C-day-2b	C-day-2c	C-day-3	C-day-4	CF	KitBlank	MG001	MG002	MG003	MG004	MG004-redo	MG005	MG006	MG007	MG008	MG009	MG010	MG010-redo	MG011	MG012	MG013	MG014	MG015	MG016	MG017	MG018	MG019	MG020	MG021	MG022	MG023	MG024	MG025	MG026	MG027	MG028	MG029	MG030	MG031	MG032	MG033	MG034	MG035	MG036	MG037	MG038	MG039	MG040	MG041	MG042	MG043	MG044	MG045	MG046	MG047	MG048	MG049	MG050	MG051	MG052	MG053	MG054	MG055	MG056	MG056-redo	MG057	MG057-redo	MG058	MG059	MG060	MG061	MG062	MG063	MG064	MG065	MG066	MG067	MG068	MG069	MG070	MG071	MG072	MG073	MG074	MG075	MG076	MG077	MG078	MG079	MG080	MG081	MG082	MG083	MG084	MG085	MG086	MG087	MG088	MG089	MG090	MG091	MG092	MG093	MG094	MG095	MG095-redo	MG096	MG096-redo	MG097	MG097-redo	MG098	MG099	MG100	MG101	MG102	MG103	MG104	MG105	MG106	MG107	MG108	MG109	MG110	MG111	MG111-redo	Mock1-L	Mock1-R	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC11	NC12	NC13	OL1	ZymoMock319F-1	ZymoMock319F-2	ZymoMock319F-3	ZymoMock341F-1	ZymoMock341F-2	ZymoMock341F-3	Consensus Lineage
OTU131	489	63	3586	0	849	0	0	1	1	0	0	0	3	3	0	1	2	0	0	0	126	50	39	35	1470	0	0	0	141	18	0	0	2	0	71	0	61	87	506	0	1	4661	307	23	0	0	21	1	190	1	0	0	1911	41	62	0	0	0	848	1819	2167	1	0	0	0	2	3	0	0	0	120	15	59	0	0	0	766	504	81	1	0	19	10	3	0	0	621	1	0	0	1	0	0	0	24	11	10	0	0	62	37	10	32	8	8	15	9	35	26	4	5	10	28	3	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	55	45	27	675	2121	111	175	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	3	0	6	0	24	0	25	1	2	1	2	3	1	4	2	3	2	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
OTU1337	696	0	4821	0	803	0	0	0	0	0	0	12	0	0	0	0	78	0	0	0	0	1	0	0	2788	0	0	1	557	221	0	2	0	2	0	0	65	13	47	0	1	1458	95	0	0	0	4	0	64	0	0	0	6	2	5	0	0	0	99	102	107	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	8	22	41	56	31	106	71	67	54	45	68	86	124	66	9	15	5	24	28	20	0	0	0	1	0	0	11	7	31	36	28	12	149	160	2471	2721	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
OTU18	1260	0	2467	0	8327	0	1	1	4	2	103	347	0	3	4	0	137	2	5	0	0	4	1	6	15508	0	7	1	24398	25166	18	16	0	4	0	0	1298	296	1029	3	4	1993	172	2	251	1	89	43	127	3	0	0	126	113	154	3	0	0	351	282	262	1	2	3	8	14	4	0	0	0	17	21	9	2	2	4	45	14	27	2	1	25	2	6	0	0	0	0	3	2	0	2	0	0	12	1	18	0	0	70	2	355	3	23	10	25	125	521	3	3	0	73	54	8	2	0	2	4	2	4	21	11	13	13	18	13	58	69	30	3	2	0	12	7	16	1	0	0	2	4	0	27	11	24	12	9	10	3843	3813	662	958	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	1	1	0	1	0	1	0	14	1	9	7	259	341	42	2	1	1	7	3	10	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
OTU297	537	0	513	0	235	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	6	8	75	0	0	0	51	48	0	0	1	0	0	0	61	48	87	0	0	1132	72	3	0	0	13	1	36	0	0	0	808	22	36	56	1	0	207	265	650	0	0	0	1	1	0	0	0	0	120	3	2	0	0	0	145	194	9	0	0	16	3	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	1	1	7	0	1	0	1	2	2	1	0	1	1	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	0	3	102	82	38	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__
OTU100	242	107	0	0	139	0	0	0	0	0	0	3	0	0	0	1	19	0	0	0	0	2	0	0	170	0	7	0	374	72	0	18	0	1	0	0	82	27	54	1	0	11	11	0	0	0	90	30	9	0	0	0	11	21	17	1	0	0	1	7	2	0	0	0	125	12	4	0	0	0	1	1	85	0	0	0	1	0	0	0	0	20	20	2	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	5	1	2	0	1	2	0	0	0	1	1	0	1	13	16	32	38	79	3	7	9	5	0	3	74	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	352	0	13301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
OTU139	85	2	6025	0	125	1	5	1	0	0	1696	344	1	0	0	2	2	0	0	0	5	0	0	0	3	162	0	0	0	3	0	0	0	0	8	1	7	1	2	0	0	490	38	0	0	0	2	0	40	0	1	0	0	0	0	0	0	0	18	24	21	1	2	0	0	0	0	0	6	0	0	1	0	0	4	0	23	1	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	33	0	0	0	71	123	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	26	78	1	12	0	0	0	0	1016	945	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5863	2436	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
OTU315	52	0	120	0	84	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	5	0	0	0	0	0	0	5	6	13	0	0	98	6	0	0	0	0	0	4	0	0	0	8	2	6	0	0	0	3	8	2	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	15	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	2	4	5	38	10	92	0	0	0	3	1	258	893	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
OTU433	38	0	34	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	5	0	0	0	0	0	0	0	14	4	16	0	0	69	5	0	0	0	0	1	3	0	0	0	19	1	2	0	0	0	27	39	85	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
OTU289	303	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	4	6	0	0	0	0	0	0	22	9	9	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	1	1	2	0	0	1	4	1	1	3	1	1	0	2	1	0	0	1	0	1	3	2	4	0	0	0	223	16	5	0	0	0	0	0	0	0	1	6	415	398	39	4	10	9	4	2	1	8	10	4	2	1	5	2	2	5	5	3	0	4	2	3	4	6	10	5	8	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU198	205	0	2234	0	134	0	0	0	0	0	0	0	0	0	0	0	3	129	0	0	0	0	0	2	33	0	0	0	33	31	2	0	1	0	0	0	32	0	26	0	0	561	48	4	0	0	1	0	35	5	0	55	7	25	6	0	0	0	42	42	55	0	0	0	1	1	0	0	0	0	3	9	0	0	22	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
OTU494	66	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	5	8	6	0	0	0	0	0	0	0	1	0	0	0	0	0	41	6	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
